type;geometry/type;geometry/coordinates/0;geometry/coordinates/1;properties/campaign;properties/tubeId;properties/resultId;properties/value;properties/link;properties/group;properties/city;properties/height;properties/trafic;properties/info;properties/ostation;properties/remark;properties/address;properties/country;properties/year;properties/institut;properties/start;properties/stop
Feature;Point;6.1128564;50.7716666;DUH;;;35.60;;;Aachen;;;;;;Bismarckstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.2146649;50.7717873;DUH;;;20.30;;;Sankt Augustin;;;;;;Hauptstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.0728093;50.7724556;DUH;;;32.40;;;Aachen;;;;;;Junkerstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.1009698;50.7743115;DUH;;;39.60;;;Aachen;;;;;;Adalbersteinweg;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.0949515;50.7776353;DUH;;;53.30;;;Aachen;;;;;;Heinrichsallee;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.09248;50.78664;DUH;;;22.60;;;Aachen;;;;;;Krefelder Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7750868;50.8112531;DUH;;;22.70;;;Marburg ;;;;;;Savignystraße ;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.775323;50.8126775;DUH;;;30.20;;;Marburg;;;;;;Biegenstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7731884;50.8141391;DUH;;;31.80;;;Marburg;;;;;;Bunsenstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7731884;50.8141391;DUH;;;31.70;;;Marburg;;;;;;Bunsenstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.1218386;50.8173827;DUH;;;27.10;;;Würselen;;;;;;Aachener Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.12394;50.81964;DUH;;;29.50;;;Würselen;;;;;;Aachener Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.08608;50.82956;DUH;;;21.80;;;Herzogenrath;;;;;;Kaiserstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9671433;50.8949334;DUH;;;37.00;;;Köln;;;;;;Bonner Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.95069;50.89608;DUH;;;29.40;;;Köln;;;;;;Brühler Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9196267;50.9118565;DUH;;;28.00;;;Köln;;;;;;Neuenhöfer Allee;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9413802;50.9288015;DUH;;;34.90;;;Köln;;;;;;Barbarossaplatz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.919498;50.9309706;DUH;;;22.40;;;Köln;;;;;;Hans-Sachs-Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.7814546;50.9374781;DUH;;;40.40;;;Frechen;;;;;;Aachner Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0066869;50.938371;DUH;;;50.40;;;Köln;;;;;;Kalker Hauptstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9356796;50.9418759;DUH;;;29.80;;;Köln;;;;;;Venloer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9508696;50.9555723;DUH;;;31.90;;;Köln;;;;;;Innere Kanalstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9016;50.95663;DUH;;;25.80;;;Köln;;;;;;Venloer Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9242312;50.9580305;DUH;;;28.20;;;Köln;;;;;;Parkgürtel;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9586019;50.9629137;DUH;;;25.60;;;Köln;;;;;;Niehler Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1204085;50.9851554;DUH;;;28.80;;;Bergisch Gladbach;;;;;;Hauptstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.8456;50.98714;DUH;;;26.90;;;Gerlingen;;;;;;Koblenzer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1634118;50.9966653;DUH;;;26.20;;;Bergisch Gladbach;;;;;;RicharZunders-Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1301961;51.0041973;DUH;;;23.10;;;Bergisch Gladbach;;;;;;Odenthaler Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9927277;51.0239014;DUH;;;22.00;;;Leverkusen;;;;;;Carl-Duisberg-Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.7309575;51.0247606;DUH;;;26.30;;;Dresden;;;;;;Nöthnitzer Str. Ecke Bergstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.7330481;51.0385794;DUH;;;28.40;;;Dresden;;;;;;Fritz-Löffler-Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.733201;51.0389942;DUH;;;71.60;;;Dresden;;;;;;Am Hauptbahnhof;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.7707584;51.0469327;DUH;;;24.00;;;Dresden;;;;;;Fetscherplatz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.81652;51.05421;DUH;;;30.90;;;Dresden;;;;;;Grundstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9190101;51.0603307;DUH;;;21.40;;;Leverkusen;;;;;;Hitdorfer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.6313332;51.0683434;DUH;;;20.70;;;Grevenbroich;;;;;;Kölner Landstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.7499899;51.07139;DUH;;;31.70;;;Dresden;;;;;;Königsbrücker Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.3291574;51.1114518;DUH;;;23.20;;;Wegberg;;;;;;Johannes-Pellen Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.7723778;51.1150259;DUH;;;25.40;;;Dormagen;;;;;;Bismarckstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9373854;51.1624461;DUH;;;30.20;;;Hilden;;;;;;Richrather Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;14.4258549;51.1747628;DUH;;;20.80;;;Bautzen;;;;;;Tzschirnerstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9916242;51.1869429;DUH;;;25.80;;;Haan;;;;;;Düsseldorfer Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.4264718;51.1919829;DUH;;;24.20;;;Mönchengladbach;;;;;;Hittastraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0125714;51.1929816;DUH;;;33.50;;;Haan;;;;;;Kaierstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0154895;51.1972581;DUH;;;27.60;;;Haan;;;;;;Alleestraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0159406;51.1974787;DUH;;;34.10;;;Haan;;;;;;Alleestr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.76968;51.19987;DUH;;;43.10;;;Düsseldorf;;;;;;Aachener Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8300023;51.2082585;DUH;;;39.00;;;Düsseldorf;;;;;;Reisholzer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.67155;51.21027;DUH;;;25.30;;;Neuss;;;;;;Further Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.741574;51.2300007;DUH;;;28.30;;;Düsseldorf;;;;;;Düsseldorfer Straße ;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8475292;51.2300862;DUH;;;30.30;;;Düsseldorf;;;;;;Dreherstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.2333813;51.2399104;DUH;;;30.30;;;Wuppertal;;;;;;Parkstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8223289;51.2423856;DUH;;;59.20;;;Düsseldorf;;;;;;Vautierstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.6895926;51.2509244;DUH;;;24.00;;;Meerbusch;;;;;;Düsseldorfer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0727756;51.2528927;DUH;;;29.50;;;Wuppertal;;;;;;Düsseldorfer Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9767548;51.2533011;DUH;;;31.80;;;Mettmann;;;;;;Eichstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.7755103;51.2534977;DUH;;;37.70;;;Düsseldorf;;;;;;Johannstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9772761;51.2539019;DUH;;;21.20;;;Mettmann;;;;;;Lutterbecker Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.7798369;51.2540006;DUH;;;46.40;;;Düsseldorf;;;;;;Ulmenstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.97714;51.25417;DUH;;;27.60;;;Mettmann;;;;;;Lutterbecker Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1304008;51.2621003;DUH;;;23.10;;;Wuppertal;;;;;;Bayreuther Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.80425;51.2641;DUH;;;31.20;;;Düsseldorf;;;;;;Rather Kreuzweg;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8246594;51.265209;DUH;;;23.50;;;Düsseldorf;;;;;;Oberrather Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.5049706;51.31541;DUH;;;23.70;;;Kassel;;;;;;Brüderstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;12.3764691;51.3204554;DUH;;;24.00;;;Leipzig;;;;;;Kurt-Eisner-Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8316612;51.3332139;DUH;;;26.80;;;Ratingen;;;;;;Speestraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;12.4076139;51.3359063;DUH;;;35.30;;;Leipzig;;;;;;Täubchenweg;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;12.3956519;51.3462482;DUH;;;25.80;;;Leipzig;;;;;;Eisenbahnstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.6888135;51.3598933;DUH;;;20.30;;;Duisburg;;;;;;Korbmacher Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9143789;51.4059514;DUH;;;26.30;;;Mülheim;;;;;;Werdender Weg;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8997791;51.4185608;DUH;;;24.70;;;Mülheim an der Ruhr;;;;;;Zeppelinstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8985186;51.4311601;DUH;;;22.70;;;Mülheim an der Ruhr;;;;;;Brückstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0078;51.43297;DUH;;;20.60;;;Essen;;;;;;Franziskastraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.3450072;51.4365465;DUH;;;25.60;;;Witten;;;;;;Husemannstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1926002;51.4429721;DUH;;;22.40;;;Bochum;;;;;;Hattinger Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.3767432;51.4474902;DUH;;;26.90;;;Witten;;;;;;Annenstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0384528;51.4479502;DUH;;;30.70;;;Essen;;;;;;Steeler Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.0325477;51.4595679;DUH;;;45.30;;;Essen;;;;;;Burggrafenstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.2179226;51.4699711;DUH;;;24.30;;;Bochum;;;;;;Königsallee;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8866054;51.4723034;DUH;;;26.80;;;Oberhausen;;;;;;Mellinghofer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.3002842;51.4752224;DUH;;;25.30;;;Bochum;;;;;;Ümminger Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8638484;51.4780334;DUH;;;26.30;;;Oberhausen;;;;;;Mülheimer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1380764;51.4803782;DUH;;;23.60;;;Wattenscheid;;;;;;August Bebel Platz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.21335;51.48986;DUH;;;23.90;;;Bochum;;;;;;Herner Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.2313654;51.4934624;DUH;;;27.40;;;Bochum;;;;;;Gudrunstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.2313654;51.4934624;DUH;;;27.40;;;Bochum;;;;;;Gudrunstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.4520033;51.4999997;DUH;;;33.60;;;Dortmund;;;;;;Lindemannstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.4516973;51.5022302;DUH;;;34.10;;;Dortmund;;;;;;Lindemannstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.21287;51.50318;DUH;;;27.90;;;Bochum;;;;;;Herner Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.45116;51.50448;DUH;;;31.40;;;Dortmund;;;;;;Lindemannstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.1056249;51.5070971;DUH;;;30.30;;;Gelsenkirchen;;;;;;Wildenbruchstraße ;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.8366541;51.5107534;DUH;;;35.90;;;Oberhausen;;;;;;Neumühler Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.4855293;51.5134667;DUH;;;26.10;;;Dortmund;;;;;;Kaiserstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;6.9206613;51.5209691;DUH;;;24.20;;;Bottrop;;;;;;Osterfelder Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;11.9527011;51.5215119;DUH;;;23.00;;;Halle;;;;;;Brachwitzer Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.5473348;51.5233304;DUH;;;24.40;;;Dortmund;;;;;;Brackeler Hellweg;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.18909;51.52372;DUH;;;23.60;;;Herne;;;;;;Holsterhauser Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.21906;51.53452;DUH;;;36.70;;;Herne;;;;;;Holsterhauserstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.22805;51.53585;DUH;;;22.90;;;Herne;;;;;;Sodinger Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.3319795;51.6348802;DUH;;;33.80;;;Datteln;;;;;;Castroper Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;10.3337366;51.656405;DUH;;;22.00;;;Herzberg am Harz;;;;;;Osteroder Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.6086132;51.673507;DUH;;;24.40;;;Salzkotten;;;;;;Lange Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7586908;51.7194025;DUH;;;27.80;;;Paderborn;;;;;;Gierswall/Ecke Giers Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7605732;51.7257582;DUH;;;32.90;;;Paderborn;;;;;;Detmolder Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.880248;51.7635769;DUH;;;21.90;;;Ahlen;;;;;;Kapellenstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.4500898;51.8286337;DUH;;;26.20;;;Holzminden;;;;;;Neue Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.6368068;51.9527134;DUH;;;29.10;;;Münster;;;;;;Hansaring;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.6200166;51.9535926;DUH;;;29.90;;;Münster;;;;;;Weseler Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.6523206;51.9549602;DUH;;;21.70;;;Münster;;;;;;Wolbecker Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.6277369;51.9552646;DUH;;;23.40;;;Münster;;;;;;Hafenstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.5216151;52.0126167;DUH;;;30.20;;;Bielefeld;;;;;;Gadderbaumer Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.5218921;52.0130985;DUH;;;30.20;;;Bielefeld;;;;;;Gadderbaumerstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.5527561;52.0139015;DUH;;;24.70;;;Bielefeld;;;;;;Oldentruper Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.5273204;52.0318335;DUH;;;22.30;;;Bielefeld;;;;;;Jöllenbeckerstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.5233297;52.0359778;DUH;;;31.80;;;Bielefeld;;;;;;Jöllenbecker Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.0815964;52.1924299;DUH;;;21.60;;;Rinteln;;;;;;Bahnhofstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.57487;52.20058;DUH;;;22.90;;;Bünde;;;;;;Bahnhofstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.04412;52.25788;DUH;;;37.60;;;Osnabrück;;;;;;Sutthauser Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.053752;52.2656543;DUH;;;24.30;;;Osnabrück;;;;;;Rosenplatz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;10.5243702;52.2678638;DUH;;;23.20;;;Braunschweig;;;;;;Hagenmarkt;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.0582777;52.2777543;DUH;;;27.30;;;Osnabrück;;;;;;Bohmter Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.9656292;52.2900634;DUH;;;22.80;;;Osnabrück;;;;;;Herger Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;10.228325;52.3273721;DUH;;;29.70;;;Peine;;;;;;Celler Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7187715;52.3477038;DUH;;;51.70;;;Hannover;;;;;;Friedrich-Ebert-Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;14.0612209;52.3603408;DUH;;;23.50;;;Fürstenwald/Spree;;;;;;Eisenbahnstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7207175;52.3614534;DUH;;;29.00;;;Hannover;;;;;;Ritter-Brüning-Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7325738;52.3691529;DUH;;;30.60;;;Hannover;;;;;;Friederikenplatz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7537013;52.3700079;DUH;;;32.50;;;Hannover;;;;;;Marienstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.723009;52.3773632;DUH;;;28.50;;;Hannover;;;;;;Königsworther Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7279123;52.3779665;DUH;;;29.00;;;Hannover;;;;;;Otto-Brenner-Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7239784;52.3791146;DUH;;;48.00;;;Hannover;;;;;;Königsworther Platz;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.7358837;52.3936607;DUH;;;21.40;;;Hannover;;;;;;Vahrenwalder Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.0438;52.39615;DUH;;;21.00;;;Potsdam;;;;;;Zeppelinstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.5909433;52.3967108;DUH;;;21.20;;;Seelze;;;;;;Hannoversche Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.64711;52.39777;DUH;;;25.80;;;Seelze;;;;;;Stöckenerstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.43354;52.42193;DUH;;;29.00;;;Wunstorf;;;;;;Kolenfelder Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.4304307;52.4239391;DUH;;;30.30;;;Wunstorf;;;;;;Südstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3855859;52.4864373;DUH;;;53.10;;;Berlin;;;;;;Mehringdamm;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.4239909;52.489315;DUH;;;39.00;;;Berlin;;;;;;Kottbusser Damm;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.38608;52.490209;DUH;;;54.60;;;Berlin;;;;;;Mehringdamm;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3999;52.49059;DUH;;;39.80;;;Berlin;;;;;;Gneisenaustraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3142;52.50605;DUH;;;32.60;;;Berlin;;;;;;Kantstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3881007;52.514557;DUH;;;26.20;;;Berlin;;;;;;Französische Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;7.3165258;52.5184584;DUH;;;22.30;;;Lingen (Ems);;;;;;KonraAdenauer-Ring;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.30085;52.52909;DUH;;;20.50;;;Berlin;;;;;;Olbersstraße ;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.39988;52.52935;DUH;;;41.80;;;Berlin;;;;;;Torstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3834134;52.5300273;DUH;;;33.10;;;Berlin;;;;;;Chausseestraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.3978679;52.5362432;DUH;;;26.20;;;Berlin;;;;;;Brunnenstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.4152902;52.5408155;DUH;;;27.70;;;Berlin;;;;;;Danziger Str.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.4119721;52.54382;DUH;;;24.70;;;Berlin;;;;;;Schönhauser Allee;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.4304717;52.7874577;DUH;;;20.50;;;Goldenstedt;;;;;;Hauptstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;13.8048193;52.833469;DUH;;;25.90;;;Eberswalde;;;;;;Eisenbahnstr.;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;8.7954882;53.0905729;DUH;;;29.20;;;Bremen;;;;;;Utbremer Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;10.418458;53.2486241;DUH;;;29.30;;;Lüneburg;;;;;;Bahnhofstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;10.4283215;53.272254;DUH;;;20.00;;;Adendorf;;;;;;Artlenbürger Landstraße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
Feature;Point;9.8826641;53.3303429;DUH;;;22.90;;;Buchholz in der Nordheide;;;;;;Hamburger Straße;Deutschland;2018;DUH Messaktion 06/2018;01.06.2018;30.06.2018
